address,orientation,bearing,nearest_road,road_distance_m
50 MALGA AVENUE,Unknown,,,0.02
56 MALGA AVENUE,Unknown,,,0.02
60 MALGA AVENUE,Unknown,,,0.02
8 MALGA AVENUE,Unknown,,,0.02
9 MALGA AVENUE,Unknown,,,0.02
39 MALVERN AVENUE,Unknown,,,0.02
"UNIT 14, 10 LARKIN STREET",Unknown,,,0.04
"UNIT 15, 10 LARKIN STREET",Unknown,,,0.04
33 ADDISON AVENUE,Unknown,,,0.02
34 ADDISON AVENUE,Unknown,,,0.02
37 ADDISON AVENUE,Unknown,,,0.02
39 ADDISON AVENUE,Unknown,,,0.02
4 ADDISON AVENUE,Unknown,,,0.03
41 ADDISON AVENUE,Unknown,,,0.02
68 FINDLAY AVENUE,Unknown,,,0.04
7 FINDLAY AVENUE,Unknown,,,0.03
30A SHIRLEY ROAD,Unknown,,,0.04
32 SHIRLEY ROAD,Unknown,,,0.04
33 SHIRLEY ROAD,Unknown,,,0.04
20 EARLS COURT,Unknown,,,0.03
3 EARLS COURT,Unknown,,,0.02
4 EARLS COURT,Unknown,,,0.02
7 EARLS COURT,Unknown,,,0.02
42 SHIRLEY ROAD,Unknown,,,0.04
46A SHIRLEY ROAD,Unknown,,,0.04
47 SHIRLEY ROAD,Unknown,,,0.04
53 SHIRLEY ROAD,Unknown,,,0.04
54 SHIRLEY ROAD,Unknown,,,0.04
31 MALGA AVENUE,Unknown,,,0.02
57 FINDLAY AVENUE,Unknown,,,0.04
58 FINDLAY AVENUE,Unknown,,,0.04
6 FINDLAY AVENUE,Unknown,,,0.03
61 FINDLAY AVENUE,Unknown,,,0.04
62 FINDLAY AVENUE,Unknown,,,0.04
66 FINDLAY AVENUE,Unknown,,,0.04
2 OLIVER ROAD,Unknown,,,0.04
23 OLIVER ROAD,Unknown,,,0.03
25 OLIVER ROAD,Unknown,,,0.03
28 OLIVER ROAD,Unknown,,,0.03
107 ROSEVILLE AVENUE,Unknown,,,0.03
11 ROSEVILLE AVENUE,Unknown,,,0.03
112 ROSEVILLE AVENUE,Unknown,,,0.03
93 SHIRLEY ROAD,Unknown,,,0.04
94 SHIRLEY ROAD,Unknown,,,0.04
95 SHIRLEY ROAD,Unknown,,,0.04
96 SHIRLEY ROAD,Unknown,,,0.04
99 SHIRLEY ROAD,Unknown,,,0.04
"UNIT 1, 1 SIXTH MILE LANE",Unknown,,,0.04
"UNIT 4, 1 SIXTH MILE LANE",Unknown,,,0.04
1 SIXTH MILE LANE,Unknown,,,0.04
3 SIXTH MILE LANE,Unknown,,,0.04
5 SIXTH MILE LANE,Unknown,,,0.04
2 SKINNER PARADE,Unknown,,,0.03
3 SKINNER PARADE,Unknown,,,0.03
2 LOCKLEY PARADE,Unknown,,,0.02
21 LOCKLEY PARADE,Unknown,,,0.02
44 LORD STREET,Unknown,,,0.03
45 LORD STREET,Unknown,,,0.03
10 LOORANA STREET,Unknown,,,0.02
14 LOORANA STREET,Unknown,,,0.02
15 LOORANA STREET,Unknown,,,0.02
1 CARDIGAN ROAD,Unknown,,,0.03
2 CARDIGAN ROAD,Unknown,,,0.03
3 CARDIGAN ROAD,Unknown,,,0.03
58 ADDISON AVENUE,Unknown,,,0.02
59 ADDISON AVENUE,Unknown,,,0.02
6 ADDISON AVENUE,Unknown,,,0.03
60 ADDISON AVENUE,Unknown,,,0.02
62 ADDISON AVENUE,Unknown,,,0.02
64 ADDISON AVENUE,Unknown,,,0.02
66 ADDISON AVENUE,Unknown,,,0.02
22 CLANVILLE ROAD,Unknown,,,0.04
24 CLANVILLE ROAD,Unknown,,,0.04
25 CLANVILLE ROAD,Unknown,,,0.04
33 EARL STREET,Unknown,,,0.03
35 EARL STREET,Unknown,,,0.03
36 EARL STREET,Unknown,,,0.03
39 EARL STREET,Unknown,,,0.03
42 EARL STREET,Unknown,,,0.03
43 EARL STREET,Unknown,,,0.03
1 BARCOO STREET,Unknown,,,0.02
11 BARCOO STREET,Unknown,,,0.02
10 MALVERN AVENUE,Unknown,,,0.02
11 MALVERN AVENUE,Unknown,,,0.02
12 MALVERN AVENUE,Unknown,,,0.02
221A PENSHURST STREET,Unknown,,,0.01
5 ADDISON AVENUE,Unknown,,,0.03
50 ADDISON AVENUE,Unknown,,,0.02
51 ADDISON AVENUE,Unknown,,,0.02
52 ADDISON AVENUE,Unknown,,,0.02
55 ADDISON AVENUE,Unknown,,,0.02
56 ADDISON AVENUE,Unknown,,,0.02
57 ADDISON AVENUE,Unknown,,,0.02
53 CLANVILLE ROAD,Unknown,,,0.04
54 CLANVILLE ROAD,Unknown,,,0.04
58 CLANVILLE ROAD,Unknown,,,0.04
4 LARKIN STREET,Unknown,,,0.04
5-7 LARKIN STREET,Unknown,,,0.03
"UNIT 1, 6 LARKIN STREET",Unknown,,,0.04
"UNIT 10, 6 LARKIN STREET",Unknown,,,0.04
"UNIT 2, 95 PENSHURST STREET",Unknown,,Warners Avenue,0.01
"UNIT 1, 95 PENSHURST STREET",Unknown,,Warners Avenue,0.01
152 SAILORS BAY ROAD,Unknown,,Sailors Bay Track,0.01
155A SAILORS BAY ROAD,Unknown,,Sailors Bay Track,0.01
156A SAILORS BAY ROAD,Unknown,,Sailors Bay Track,0.01
19 MARANA ROAD,Unknown,,Sailors Bay Track,0.01
"UNIT 2, 268 SAILORS BAY ROAD",Unknown,,Sailors Bay Track,0.01
"UNIT 1, 262 SAILORS BAY ROAD",Unknown,,Sailors Bay Track,0.01
"UNIT 1, 23-25 EASTERN VALLEY WAY",Unknown,,Morotai Crescent,0.0
"UNIT 3, 23-25 EASTERN VALLEY WAY",Unknown,,Morotai Crescent,0.0
"UNIT 5, 23-25 EASTERN VALLEY WAY",Unknown,,Morotai Crescent,0.0
"UNIT 8, 23-25 EASTERN VALLEY WAY",Unknown,,Morotai Crescent,0.0
"UNIT 9, 23-25 EASTERN VALLEY WAY",Unknown,,Morotai Crescent,0.0
"UNIT 10, 23-25 EASTERN VALLEY WAY",Unknown,,Morotai Crescent,0.0
9A SAILORS BAY ROAD,Unknown,,Morotai Crescent,0.01
91 FOURTH AVENUE,Unknown,,,0.0
9 FOURTH AVENUE,Unknown,,,0.0
84 EASTERN VALLEY WAY,Unknown,,Eastern Valley Way,0.0
76 EASTERN VALLEY WAY,Unknown,,Eastern Valley Way,0.0
304 EDINBURGH ROAD,Unknown,,,0.0
180 BOUNDARY STREET,Unknown,,,0.02
21 BANCROFT AVENUE,Unknown,,,0.03
"UNIT 22, 21 EASTERN VALLEY WAY",Unknown,,Morotai Crescent,0.0
"UNIT 23, 21 EASTERN VALLEY WAY",Unknown,,Morotai Crescent,0.0
"UNIT 25, 21 EASTERN VALLEY WAY",Unknown,,Morotai Crescent,0.0
"UNIT 26, 21 EASTERN VALLEY WAY",Unknown,,Morotai Crescent,0.0
"UNIT 27, 21 EASTERN VALLEY WAY",Unknown,,Morotai Crescent,0.0
"UNIT 29, 21 EASTERN VALLEY WAY",Unknown,,Morotai Crescent,0.0
10 BARINGA ROAD,Unknown,,Morotai Crescent,0.01
32A EASTERN VALLEY WAY,Unknown,,Morotai Crescent,0.0
32 EASTERN VALLEY WAY,Unknown,,Morotai Crescent,0.0
17A BARINGA ROAD,Unknown,,Morotai Crescent,0.01
"UNIT 7, 21 EASTERN VALLEY WAY",Unknown,,Morotai Crescent,0.0
"SUITE 9, 283 PENSHURST STREET",Unknown,,,0.01
1 PATRICK STREET,Unknown,,,0.01
"UNIT 19, 2-4 PATRICK STREET",Unknown,,,0.01
"UNIT 20, 2-4 PATRICK STREET",Unknown,,,0.01
"UNIT 21, 2-4 PATRICK STREET",Unknown,,,0.01
"UNIT 22, 2-4 PATRICK STREET",Unknown,,,0.01
"UNIT 23, 2-4 PATRICK STREET",Unknown,,,0.01
"UNIT 24, 2-4 PATRICK STREET",Unknown,,,0.01
"UNIT 1, 128 ARCHER STREET",Unknown,,,0.03
"UNIT 2, 128 ARCHER STREET",Unknown,,,0.03
151A ARCHER STREET,Unknown,,,0.03
"UNIT 8, 40 REMUERA STREET",Unknown,,Morotai Crescent,0.0
128B MOWBRAY ROAD,Unknown,,Warners Avenue,0.01
335B PENSHURST STREET,Unknown,,,0.01
350A PENSHURST STREET,Unknown,,,0.01
"UNIT 21, 290-296 PENSHURST STREET",Unknown,,,0.01
"UNIT 18, 290-296 PENSHURST STREET",Unknown,,,0.01
596 WILLOUGHBY ROAD,Unknown,,Warners Avenue,0.01
461 WILLOUGHBY ROAD,Unknown,,Morotai Crescent,0.01
"UNIT 24, 473-477 WILLOUGHBY ROAD",Unknown,,Morotai Crescent,0.01
485 WILLOUGHBY ROAD,Unknown,,Morotai Crescent,0.01
16 OWEN STREET,Unknown,,Warners Avenue,0.01
17 PATRICK STREET,Unknown,,,0.01
32 PATRICK STREET,Unknown,,,0.01
"UNIT 1, 529 WILLOUGHBY ROAD",Unknown,,Warners Avenue,0.01
"SHOP 2, 283 PENSHURST STREET",Unknown,,,0.01
"SHOP 4, 283 PENSHURST STREET",Unknown,,,0.01
"SHOP 6, 283 PENSHURST STREET",Unknown,,,0.01
"SHOP 7, 283 PENSHURST STREET",Unknown,,,0.01
"SUITE 8, 283 PENSHURST STREET",Unknown,,,0.01
"UNIT 2, 23 REMUERA STREET",Unknown,,Morotai Crescent,0.0
69 DARLING STREET,Unknown,,,0.03
62A MARLBOROUGH ROAD,Unknown,,Warners Avenue,0.01
38 MARLBOROUGH ROAD,Unknown,,Morotai Crescent,0.01
40 MARLBOROUGH ROAD,Unknown,,Morotai Crescent,0.01
49A ALPHA ROAD,Unknown,,Morotai Crescent,0.0
48B ALPHA ROAD,Unknown,,Morotai Crescent,0.0
"UNIT 11, 465 WILLOUGHBY ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 8, 461 WILLOUGHBY ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 3, 461 WILLOUGHBY ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 9, 465 WILLOUGHBY ROAD",Unknown,,Morotai Crescent,0.01
76B ALPHA ROAD,Unknown,,Morotai Crescent,0.01
"UNIT 1, 23 REMUERA STREET",Unknown,,Morotai Crescent,0.0
26 RICHMOND AVENUE,Unknown,,Morotai Crescent,0.02
26A RICHMOND AVENUE,Unknown,,Morotai Crescent,0.02
"UNIT 7, 461 WILLOUGHBY ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 2, 465 WILLOUGHBY ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 1, 465 WILLOUGHBY ROAD",Unknown,,Morotai Crescent,0.01
21 HIGH STREET,Unknown,,Morotai Crescent,0.01
489 WILLOUGHBY ROAD,Unknown,,Warners Avenue,0.01
22A CHILTERN ROAD,Unknown,,Warners Avenue,0.01
"UNIT 2, 46A CHILTERN ROAD",Unknown,,Warners Avenue,0.01
"UNIT 2, 574 WILLOUGHBY ROAD",Unknown,,Warners Avenue,0.01
"UNIT 64, 594 WILLOUGHBY ROAD",Unknown,,Warners Avenue,0.01
"UNIT 3, 564 WILLOUGHBY ROAD",Unknown,,Warners Avenue,0.01
"UNIT 4, 564 WILLOUGHBY ROAD",Unknown,,Warners Avenue,0.01
"UNIT 1, 565 WILLOUGHBY ROAD",Unknown,,Warners Avenue,0.01
634B WILLOUGHBY ROAD,Unknown,,Warners Avenue,0.01
19 GORMAN STREET,Unknown,,Warners Avenue,0.01
"SUITE 10, 283 PENSHURST STREET",Unknown,,,0.01
"SUITE 11, 283 PENSHURST STREET",Unknown,,,0.01
"SUITE 12, 283 PENSHURST STREET",Unknown,,,0.01
"SUITE 13, 283 PENSHURST STREET",Unknown,,,0.01
"SUITE 14, 283 PENSHURST STREET",Unknown,,,0.01
285 PENSHURST STREET,Unknown,,,0.01
319 PENSHURST STREET,Unknown,,,0.01
"UNIT 11, 266 PENSHURST STREET",Unknown,,,0.01
"UNIT 12, 266 PENSHURST STREET",Unknown,,,0.01
"UNIT 13, 266 PENSHURST STREET",Unknown,,,0.01
"UNIT 14, 266 PENSHURST STREET",Unknown,,,0.01
"UNIT 15, 266 PENSHURST STREET",Unknown,,,0.01
"SHOP 1, 283 PENSHURST STREET",Unknown,,,0.01
19 CRABBES AVENUE,Unknown,,,0.01
20-26 CRABBES AVENUE,Unknown,,,0.01
29 CRABBES AVENUE,Unknown,,,0.01
26A COBAR STREET,Unknown,,Warners Avenue,0.01
539 WILLOUGHBY ROAD,Unknown,,Warners Avenue,0.01
50A HIGH STREET,Unknown,,Morotai Crescent,0.01
520A WILLOUGHBY ROAD,Unknown,,Morotai Crescent,0.01
17 MARLBOROUGH ROAD,Unknown,,Morotai Crescent,0.01
34A MARLBOROUGH ROAD,Unknown,,Morotai Crescent,0.01
"UNIT 2, 268 PENSHURST STREET",Unknown,,,0.01
"UNIT 1, 22 WARNERS AVENUE",Unknown,,Warners Avenue,0.0
19A BORLAISE STREET,Unknown,,Warners Avenue,0.01
"UNIT 2, 279 PENSHURST STREET",Unknown,,,0.01
280-286 PENSHURST STREET,Unknown,,,0.01
11A PENKIVIL STREET,Unknown,,Warners Avenue,0.01
"UNIT 9, 17-27 PENKIVIL STREET",Unknown,,Warners Avenue,0.01
"UNIT 26, 17-27 PENKIVIL STREET",Unknown,,Warners Avenue,0.01
"UNIT 30, 17-27 PENKIVIL STREET",Unknown,,Warners Avenue,0.01
"UNIT 32, 17-27 PENKIVIL STREET",Unknown,,Warners Avenue,0.01
"UNIT 34, 17-27 PENKIVIL STREET",Unknown,,Warners Avenue,0.01
"UNIT 39, 17-27 PENKIVIL STREET",Unknown,,Warners Avenue,0.01
"UNIT 16, 17-27 PENKIVIL STREET",Unknown,,Warners Avenue,0.01
"UNIT 48, 17-27 PENKIVIL STREET",Unknown,,Warners Avenue,0.01
"UNIT 3, 5 OLIVER ROAD",Unknown,,,0.04
"UNIT 4, 1 OLIVER ROAD",Unknown,,,0.04
20 KALGOORLIE STREET,Unknown,,Warners Avenue,0.01
2 HARRIS STREET,Unknown,,Warners Avenue,0.01
"UNIT 25, 17-27 PENKIVIL STREET",Unknown,,Warners Avenue,0.01
"UNIT 19, 17-27 PENKIVIL STREET",Unknown,,Warners Avenue,0.01
"UNIT 20, 17-27 PENKIVIL STREET",Unknown,,Warners Avenue,0.01
"UNIT 29, 17-27 PENKIVIL STREET",Unknown,,Warners Avenue,0.01
"UNIT 36, 17-27 PENKIVIL STREET",Unknown,,Warners Avenue,0.01
"UNIT 14, 17-27 PENKIVIL STREET",Unknown,,Warners Avenue,0.01
"UNIT 4, 17-27 PENKIVIL STREET",Unknown,,Warners Avenue,0.01
"UNIT 9, 21-23 WARNERS AVENUE",Unknown,,Warners Avenue,0.0
"UNIT 4, 22 WARNERS AVENUE",Unknown,,Warners Avenue,0.0
335A PENSHURST STREET,Unknown,,,0.01
"UNIT 2, 37 WARD STREET",Unknown,,Warners Avenue,0.01
"UNIT 2, 562 WILLOUGHBY ROAD",Unknown,,Warners Avenue,0.01
"UNIT 4, 548 WILLOUGHBY ROAD",Unknown,,Warners Avenue,0.01
"UNIT 16, 465 WILLOUGHBY ROAD",Unknown,,Morotai Crescent,0.01
9A ALPHA ROAD,Unknown,,Warners Avenue,0.0
"UNIT 1, 3 ARMSTRONG STREET",Unknown,,Morotai Crescent,0.01
"UNIT 40, 17-27 PENKIVIL STREET",Unknown,,Warners Avenue,0.01
29 BARCOO STREET,Unknown,,,0.02
25 BARCOO STREET,Unknown,,,0.02
15 ACACIA LANE,Unknown,,,0.03
3 ACACIA LANE,Unknown,,,0.02
10 CORONA AVENUE,Unknown,,,0.03
"UNIT 2, 5 CORONA AVENUE",Unknown,,,0.03
"UNIT 2, 19 CORONA AVENUE",Unknown,,,0.03
"UNIT 4, 19 CORONA AVENUE",Unknown,,,0.03
"UNIT 5, 19 CORONA AVENUE",Unknown,,,0.03
590 WILLOUGHBY ROAD,Unknown,,Warners Avenue,0.01
"UNIT 31, 17-27 PENKIVIL STREET",Unknown,,Warners Avenue,0.01
"UNIT 28, 17-27 PENKIVIL STREET",Unknown,,Warners Avenue,0.01
"UNIT 5, 17-27 PENKIVIL STREET",Unknown,,Warners Avenue,0.01
"UNIT 47, 17-27 PENKIVIL STREET",Unknown,,Warners Avenue,0.01
"UNIT 22, 17-27 PENKIVIL STREET",Unknown,,Warners Avenue,0.01
"UNIT 2, 17-27 PENKIVIL STREET",Unknown,,Warners Avenue,0.01
"UNIT 13, 17-27 PENKIVIL STREET",Unknown,,Warners Avenue,0.01
"UNIT 44, 17-27 PENKIVIL STREET",Unknown,,Warners Avenue,0.01
"UNIT 5, 4 LORD STREET",Unknown,,,0.03
"UNIT 1, 5 LORD STREET",Unknown,,,0.03
"UNIT 3, 1 OLIVER ROAD",Unknown,,,0.04
"UNIT 1, 5 ROSEVILLE AVENUE",Unknown,,,0.03
"UNIT 8, 5 ROSEVILLE AVENUE",Unknown,,,0.03
7 PATRICK STREET,Unknown,,,0.01
9 LINKS AVENUE,Unknown,,,0.02
"UNIT 1, 15 NORMAC STREET",Unknown,,,0.02
"UNIT 2, 15 NORMAC STREET",Unknown,,,0.02
"UNIT 3, 15 NORMAC STREET",Unknown,,,0.02
"UNIT 5, 15 NORMAC STREET",Unknown,,,0.02
"UNIT 7, 15 NORMAC STREET",Unknown,,,0.02
"UNIT 8, 15 NORMAC STREET",Unknown,,,0.02
"UNIT 2, 22 WARNERS AVENUE",Unknown,,Warners Avenue,0.0
"UNIT 13, 21-23 WARNERS AVENUE",Unknown,,Warners Avenue,0.0
"UNIT 4, 21-23 WARNERS AVENUE",Unknown,,Warners Avenue,0.0
"UNIT 3, 21-23 WARNERS AVENUE",Unknown,,Warners Avenue,0.0
"UNIT 2, 21-23 WARNERS AVENUE",Unknown,,Warners Avenue,0.0
11 CLANVILLE ROAD,Unknown,,,0.04
18 PATRICK STREET,Unknown,,,0.01
9 PATRICK STREET,Unknown,,,0.01
15 PATRICK STREET,Unknown,,,0.01
11 PATRICK STREET,Unknown,,,0.01
"UNIT 8, 376-380 EASTERN VALLEY WAY",Unknown,,,0.02
"UNIT 5, 71 HILL STREET",Unknown,,,0.04
"UNIT 3, 71 HILL STREET",Unknown,,,0.04
"UNIT 1, 339 PENSHURST STREET",Unknown,,,0.01
"SHOP 3, 303-307 PENSHURST STREET",Unknown,,,0.01
23 BARCOO STREET,Unknown,,,0.02
"UNIT 16, 390 EASTERN VALLEY WAY",Unknown,,,0.02
"UNIT 18, 390 EASTERN VALLEY WAY",Unknown,,,0.02
"UNIT 1, 384 EASTERN VALLEY WAY",Unknown,,,0.02
"UNIT 5, 384 EASTERN VALLEY WAY",Unknown,,,0.02
"UNIT 2, 5-7 LARKIN STREET",Unknown,,,0.03
"UNIT 3, 5-7 LARKIN STREET",Unknown,,,0.03
"UNIT 5, 5-7 LARKIN STREET",Unknown,,,0.03
"UNIT 5, 465 WILLOUGHBY ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 12, 465 WILLOUGHBY ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 1, 555 WILLOUGHBY ROAD",Unknown,,Warners Avenue,0.01
1 PRENTICE LANE,Unknown,,Warners Avenue,0.01
2B CLERMISTON AVENUE,Unknown,,,0.03
66 LINKS AVENUE,Unknown,,,0.02
"UNIT 4, 4 ROSEVILLE AVENUE",Unknown,,,0.03
"UNIT 9, 5 ROSEVILLE AVENUE",Unknown,,,0.03
"UNIT 4, 35 ROSEVILLE AVENUE",Unknown,,,0.03
3A ROSEVILLE AVENUE,Unknown,,,0.03
"UNIT 6, 268 PENSHURST STREET",Unknown,,,0.01
"UNIT 2, 555 WILLOUGHBY ROAD",Unknown,,Warners Avenue,0.01
"UNIT 2, 573 WILLOUGHBY ROAD",Unknown,,Warners Avenue,0.01
"UNIT 1, 588 WILLOUGHBY ROAD",Unknown,,Warners Avenue,0.01
"UNIT 1, 18 CLANVILLE ROAD",Unknown,,,0.04
24B FORSYTH STREET,Unknown,,,0.01
40 FINDLAY AVENUE,Unknown,,,0.03
"UNIT 8, 4 ROSEVILLE AVENUE",Unknown,,,0.03
"UNIT 3, 35 ROSEVILLE AVENUE",Unknown,,,0.03
251 PENSHURST STREET,Unknown,,,0.01
262 PENSHURST STREET,Unknown,,,0.01
"UNIT 1, 266 PENSHURST STREET",Unknown,,,0.01
"UNIT 6, 266 PENSHURST STREET",Unknown,,,0.01
"UNIT 7, 266 PENSHURST STREET",Unknown,,,0.01
7 SMALL STREET,Unknown,,Morotai Crescent,0.01
"UNIT 3, 300 PENSHURST STREET",Unknown,,,0.01
"UNIT 4, 300 PENSHURST STREET",Unknown,,,0.01
308 PENSHURST STREET,Unknown,,,0.01
"UNIT 1, 202 PENSHURST STREET",Unknown,,,0.01
"UNIT 2, 202 PENSHURST STREET",Unknown,,,0.01
"UNIT 3, 202 PENSHURST STREET",Unknown,,,0.01
"UNIT 4, 202 PENSHURST STREET",Unknown,,,0.01
27 BARCOO STREET,Unknown,,,0.02
13 HILL STREET,Unknown,,,0.03
11 HILL STREET,Unknown,,,0.03
15 HILL STREET,Unknown,,,0.03
35 HILL STREET,Unknown,,,0.03
94A HIGH STREET,Unknown,,Warners Avenue,0.01
"UNIT 1, 12 BARCOO STREET",Unknown,,,0.02
"UNIT 5, 12 BARCOO STREET",Unknown,,,0.02
222 HIGH STREET,Unknown,,,0.01
193 HIGH STREET,Unknown,,,0.01
"SHOP 1, 201 HIGH STREET",Unknown,,,0.01
"SHOP 2, 201 HIGH STREET",Unknown,,,0.01
"SHOP 3, 201 HIGH STREET",Unknown,,,0.01
"SHOP 4, 201 HIGH STREET",Unknown,,,0.01
"SHOP 7, 201 HIGH STREET",Unknown,,,0.01
"UNIT 1, 211 HIGH STREET",Unknown,,,0.01
"UNIT 1, 267 HIGH STREET",Unknown,,,0.01
"UNIT 2, 267 HIGH STREET",Unknown,,,0.01
"UNIT 3, 267 HIGH STREET",Unknown,,,0.01
10 MACLAURIN PARADE,Unknown,,,0.03
"UNIT 6, 5 ROSEVILLE AVENUE",Unknown,,,0.03
"UNIT 6, 35 ROSEVILLE AVENUE",Unknown,,,0.03
"UNIT 1, 4 ROSEVILLE AVENUE",Unknown,,,0.03
"UNIT 3, 4 ROSEVILLE AVENUE",Unknown,,,0.03
"UNIT 5, 4 ROSEVILLE AVENUE",Unknown,,,0.03
"UNIT 2, 4 ROSEVILLE AVENUE",Unknown,,,0.03
"UNIT 7, 4 ROSEVILLE AVENUE",Unknown,,,0.03
1A LOCKLEY PARADE,Unknown,,,0.02
"UNIT 4, 117 PENSHURST STREET",Unknown,,Warners Avenue,0.01
"UNIT 5, 117 PENSHURST STREET",Unknown,,Warners Avenue,0.01
"UNIT 11, 117 PENSHURST STREET",Unknown,,Warners Avenue,0.01
"UNIT 12, 117 PENSHURST STREET",Unknown,,Warners Avenue,0.01
"UNIT 1, 117 PENSHURST STREET",Unknown,,Warners Avenue,0.01
"UNIT 3, 117 PENSHURST STREET",Unknown,,Warners Avenue,0.01
7A LORD STREET,Unknown,,,0.03
"UNIT A, 269 HIGH STREET",Unknown,,,0.01
"UNIT B, 269 HIGH STREET",Unknown,,,0.01
"UNIT 10, 20 BARCOO STREET",Unknown,,,0.02
"UNIT 11, 20 BARCOO STREET",Unknown,,,0.02
"UNIT 12, 20 BARCOO STREET",Unknown,,,0.02
"UNIT 13, 20 BARCOO STREET",Unknown,,,0.02
"UNIT 17, 20 BARCOO STREET",Unknown,,,0.02
"UNIT 1, 20 BARCOO STREET",Unknown,,,0.02
"UNIT 3, 20 BARCOO STREET",Unknown,,,0.02
"UNIT 6, 20 BARCOO STREET",Unknown,,,0.02
"UNIT 9, 20 BARCOO STREET",Unknown,,,0.02
"UNIT 1, 139 ARCHER STREET",Unknown,,,0.03
131 ARCHER STREET,Unknown,,,0.03
139 ARCHER STREET,Unknown,,,0.03
352A PENSHURST STREET,Unknown,,,0.01
82A SYDNEY STREET,Unknown,,Warners Avenue,0.01
82B SYDNEY STREET,Unknown,,Warners Avenue,0.01
"UNIT 21, 147-151 SAILORS BAY ROAD",Unknown,,Sailors Bay Track,0.01
"UNIT 2, 7 HILL STREET",Unknown,,,0.03
357A SAILORS BAY ROAD,Unknown,,,0.01
"UNIT 9, 524 WILLOUGHBY ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 504, 3 SCOTT STREET",Unknown,,Morotai Crescent,0.01
10 GARDEN PLACE,Unknown,,Eastern Valley Way,0.0
12 GARDEN PLACE,Unknown,,Eastern Valley Way,0.0
"UNIT 5, 481 WILLOUGHBY ROAD",Unknown,,Warners Avenue,0.01
31-35 HILL STREET,Unknown,,,0.03
1-7 NORMAC STREET,Unknown,,,0.02
6A FIRST AVENUE,Unknown,,Warners Avenue,0.0
"UNIT 11, 271 SAILORS BAY ROAD",Unknown,,Sailors Bay Track,0.01
"UNIT 17, 271 SAILORS BAY ROAD",Unknown,,Sailors Bay Track,0.01
"UNIT 18, 271 SAILORS BAY ROAD",Unknown,,Sailors Bay Track,0.01
"UNIT 1, 271 SAILORS BAY ROAD",Unknown,,Sailors Bay Track,0.01
"UNIT 4, 271 SAILORS BAY ROAD",Unknown,,Sailors Bay Track,0.01
"UNIT 5, 271 SAILORS BAY ROAD",Unknown,,Sailors Bay Track,0.01
"UNIT 7, 271 SAILORS BAY ROAD",Unknown,,Sailors Bay Track,0.01
"UNIT 9, 271 SAILORS BAY ROAD",Unknown,,Sailors Bay Track,0.01
"UNIT 401, 160 SAILORS BAY ROAD",Unknown,,Sailors Bay Track,0.01
7A CLANWILLIAM STREET,Unknown,,,0.01
116 HIGH STREET,Unknown,,Warners Avenue,0.01
"UNIT 402, 29 BARINGA ROAD",Unknown,,Morotai Crescent,0.01
"SHOP 3, 29 BARINGA ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 206, 29 BARINGA ROAD",Unknown,,Morotai Crescent,0.01
205 PENSHURST STREET,Unknown,,,0.01
203 PENSHURST STREET,Unknown,,,0.01
201 PENSHURST STREET,Unknown,,,0.01
199 PENSHURST STREET,Unknown,,,0.01
16 HARBOUR LANE,Unknown,,Harold Reid Foreshore Track,0.0
"UNIT 2, 198 PENSHURST STREET",Unknown,,,0.01
197 PENSHURST STREET,Unknown,,,0.01
195 PENSHURST STREET,Unknown,,,0.01
193 PENSHURST STREET,Unknown,,,0.01
188 PENSHURST STREET,Unknown,,Warners Avenue,0.01
184 PENSHURST STREET,Unknown,,Warners Avenue,0.01
182 PENSHURST STREET,Unknown,,Warners Avenue,0.01
180 PENSHURST STREET,Unknown,,Warners Avenue,0.01
62A DEEPWATER ROAD,Unknown,,,0.01
544 WILLOUGHBY ROAD,Unknown,,Morotai Crescent,0.01
76 ALPHA ROAD,Unknown,,Morotai Crescent,0.01
2A NULGARRA STREET,Unknown,,Morotai Crescent,0.01
73 MCCLELLAND STREET,Unknown,,,0.01
71 MCCLELLAND STREET,Unknown,,,0.01
7 MCCLELLAND STREET,Unknown,,,0.0
9 LEA AVENUE,Unknown,,Warners Avenue,0.01
7 LEA AVENUE,Unknown,,Warners Avenue,0.01
6 LEA AVENUE,Unknown,,Warners Avenue,0.01
5 LEA AVENUE,Unknown,,Warners Avenue,0.01
55 FOURTH AVENUE,Unknown,,Sugarloaf Crescent,0.0
52 FOURTH AVENUE,Unknown,,Sunnyside Crescent,0.0
30 DALMENY ROAD,Unknown,,,0.01
31 DALMENY ROAD,Unknown,,,0.01
34 DALMENY ROAD,Unknown,,,0.01
37 DALMENY ROAD,Unknown,,,0.01
39 DALMENY ROAD,Unknown,,,0.01
45 DALMENY ROAD,Unknown,,,0.01
49 DALMENY ROAD,Unknown,,,0.01
51 DALMENY ROAD,Unknown,,,0.01
6 DALMENY ROAD,Unknown,,,0.01
8 DALMENY ROAD,Unknown,,,0.01
9 DALMENY ROAD,Unknown,,,0.01
